common_name,pubchem_id,flavor_profile,detail_url,CID,MolecularFormula,MolecularWeight,SMILES,ConnectivitySMILES,IUPACName
Hex-2-ulofuranosyl hexopyranoside,1115,sweet,,1115,C12H22O11,342.30,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,"2-[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol"
sulfur dioxide,1119,bitter,,1119,O2S,64.07,O=S=O,O=S=O,sulfur dioxide
taurine,1123,"bland,bitter",,1123,C2H7NO3S,125.15,C(CS(=O)(=O)O)N,C(CS(=O)(=O)O)N,2-aminoethanesulfonic acid
tetrahydrothiophene,1127,cabbage,,1127,C4H8S,88.17,C1CCSC1,C1CCSC1,thiolane
thiamine,1130,bitter,,1130,C12H17N4OS+,265.36,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,"2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol"
4-Methyl-5-Thiazoleethanol,1136,"sulfur,cooked beef juice,fatty",,1136,C6H9NOS,143.21,CC1=C(SC=N1)CCO,CC1=C(SC=N1)CCO,"2-(4-methyl-1,3-thiazol-5-yl)ethanol"
toluene,1140,"paint,sweet",,1140,C7H8,92.14,CC1=CC=CC=C1,CC1=CC=CC=C1,toluene
D-(+)-Trehalose,1143,sweet,,1143,C12H22O11,342.30,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,"2-(hydroxymethyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol"
Trimethylamine N-Oxide,1145,odorless,,1145,C3H9NO,75.11,C[N+](C)(C)[O-],C[N+](C)(C)[O-],"N,N-dimethylmethanamine oxide"
trimethylamine,1146,"sweaty,fish,fishy,oily,rancid,fruity",,1146,C3H9N,59.11,CN(C)C,CN(C)C,"N,N-dimethylmethanamine"
DL-Valine,1182,odorless,,1182,C5H11NO2,117.15,CC(C)C(C(=O)O)N,CC(C)C(C(=O)O)N,2-amino-3-methylbutanoic acid
vanillin,1183,"vanilla,chocolate,sweet,creamy",,1183,C8H8O3,152.15,COC1=C(C=CC(=C1)C=O)O,COC1=C(C=CC(=C1)C=O)O,4-hydroxy-3-methoxybenzaldehyde
"4a(2H)-Naphthol, octahydro-4,8a-dimethyl-",1213,"soil,beet,fresh,earthy,musty,earth",,1213,C12H22O,182.30,CC1CCCC2(C1(CCCC2)O)C,CC1CCCC2(C1(CCCC2)O)C,"4,8a-dimethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-4a-ol"
dl-Menthol,1254,"camphoraceous,minty",,1254,C10H20O,156.26,CC1CCC(C(C1)O)C(C)C,CC1CCC(C(C1)O)C(C)C,5-methyl-2-propan-2-ylcyclohexan-1-ol
AC1L1BJN,1467,sweet-like,,1467,C10H14N5O6P,331.22,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)(O)O,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)(O)O,[5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] dihydrogen phosphate
"2,4-dihydroxybenzoic acid",1491,"phenolic,mild",,1491,C7H6O4,154.12,C1=CC(=C(C=C1O)O)C(=O)O,C1=CC(=C(C=C1O)O)C(=O)O,"2,4-dihydroxybenzoic acid"
AC1L1BPI,1548,sweet-like,,1548,C10H11ClN5O13P3-4,537.59,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)Cl)N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)Cl)N,"[[[5-(6-amino-2-chloropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate"
AC1L1BPL,1549,sweet-like,,1549,C10H15ClN5O13P3,541.62,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl)N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)Cl)N,"[[5-(6-amino-2-chloropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate"
AC1L1BTO,1601,sweet-like,,1601,C10H16N5O12P3,491.18,C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O,C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O,[[5-(6-aminopurin-9-yl)-4-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate
AC1L1BTU,1603,sweet-like,,1603,C10H16N5O13P3,507.18,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)O)N,[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methyl phosphono hydrogen phosphate
AC1L1C4I,1736,sweet,,1736,C6H8O7-2,192.12,C(C(C(C(=O)[O-])O)O)C(C(=O)[O-])O,C(C(C(C(=O)[O-])O)O)C(C(=O)[O-])O,"2,3,5-trihydroxyhexanedioate"
AC1L1C4L,1737,sweet,,1737,C6H10O7,194.14,C(C(C(C(=O)O)O)O)C(C(=O)O)O,C(C(C(C(=O)O)O)O)C(C(=O)O)O,"2,3,5-trihydroxyhexanedioic acid"
AC1L1CAO,1813,sweet-like,,1813,C10H16N5O13P3,507.18,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)OP(=O)(O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)OP(=O)(O)O)N,[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methyl phosphono hydrogen phosphate
DL-Liquiritigenin,1889,bitter,,1889,C15H12O4,256.25,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O,"7-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one"
AC1L1CI0,1907,sweet-like,,1907,C16H28N7O7P,461.41,C1=NC(=C2C(=N1)N(C(=N2)NCCCCCCN)C3C(C(C(O3)COP(=O)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C(=N2)NCCCCCCN)C3C(C(C(O3)COP(=O)(O)O)O)O)N,"[5-[6-amino-8-(6-aminohexylamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
AC1L1CI9,1912,sweet-like,,1912,C10H10BrN5O6P-,407.09,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-],C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)[O-],"6-(6-amino-8-bromopurin-9-yl)-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
"8-Bromo-cAMP, Na",1913,sweet-like,,1913,C10H11BrN5O6P,408.10,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,C1C2C(C(C(O2)N3C4=NC=NC(=C4N=C3Br)N)O)OP(=O)(O1)O,"6-(6-amino-8-bromopurin-9-yl)-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
AC1L1CIF,1914,sweet-like,,1914,C10H14BrN5O10P2,506.10,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NBr,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)NBr,"[5-[6-(bromoamino)purin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate"
acetaminophen,1983,bitter,,1983,C8H9NO2,151.16,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,N-(4-hydroxyphenyl)acetamide
"4-(6-amino-9h-purin-9-yl)-6-(hydroxymethyl)tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-2-ol 2-oxide",2024,sweet-like,,2024,C10H12N5O6P,329.21,C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N,"[4-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-6-yl]methanol"
AC1L1CRI,2027,sweet-like,,2027,C10H15N5O10P2,427.20,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)OP(=O)(O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)OP(=O)(O)O)N,[2-(6-aminopurin-9-yl)-4-hydroxy-5-(phosphonooxymethyl)oxolan-3-yl] dihydrogen phosphate
"ATP,Gamma S",2028,sweet-like,,2028,C10H16N5O12P3S,523.25,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=S)(O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=S)(O)O)O)O)N,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] dihydroxyphosphinothioyl hydrogen phosphate"
dl-Alanyl-dl-phenylalanine,2080,sweet,,2080,C12H16N2O3,236.27,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N,2-(2-aminopropanoylamino)-3-phenylpropanoic acid
Methyl hexopyranoside,2108,sweet,,2108,C7H14O6,194.18,COC1C(C(C(C(O1)CO)O)O)O,COC1C(C(C(C(O1)CO)O)O)O,"2-(hydroxymethyl)-6-methoxyoxane-3,4,5-triol"
theophylline,2153,bitter,,2153,C7H8N4O2,180.16,CN1C2=C(C(=O)N(C1=O)C)NC=N2,CN1C2=C(C(=O)N(C1=O)C)NC=N2,"1,3-dimethyl-7H-purine-2,6-dione"
amobarbital,2164,bitter,,2164,C11H18N2O3,226.27,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4,6-trione"
amygdalin,2180,bitter,,2180,C20H27NO11,457.4,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,"2-phenyl-2-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyacetonitrile"
Anethole trithione,2194,bitter,,2194,C10H8OS3,240.4,COC1=CC=C(C=C1)C2=CC(=S)SS2,COC1=CC=C(C=C1)C2=CC(=S)SS2,5-(4-methoxyphenyl)dithiole-3-thione
antipyrine,2206,bitter,,2206,C11H12N2O,188.23,CC1=CC(=O)N(N1C)C2=CC=CC=C2,CC1=CC(=O)N(N1C)C2=CC=CC=C2,"1,5-dimethyl-2-phenylpyrazol-3-one"
Acetovanillone,2214,"vanilla,sweet,vanillin,faint",,2214,C9H10O3,166.17,CC(=O)C1=CC(=C(C=C1)O)OC,CC(=O)C1=CC(=C(C=C1)O)OC,1-(4-hydroxy-3-methoxyphenyl)ethanone
arecoline,2230,bitter,,2230,C8H13NO2,155.19,CN1CCC=C(C1)C(=O)OC,CN1CCC=C(C1)C(=O)OC,"methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate"
Aristolochic acid,2236,bitter,,2236,C17H11NO7,341.27,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,"8-methoxy-6-nitronaphtho[2,1-g][1,3]benzodioxole-5-carboxylic acid"
25548-16-7,2242,sweet,,2242,C14H18N2O5,294.30,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N,3-amino-4-[(1-methoxy-1-oxo-3-phenylpropan-2-yl)amino]-4-oxobutanoic acid
AC1L1D9F,2251,sweet-like,,2251,C10H13N5O13P3-3,504.16,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O)O)N,"[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] hydrogen phosphate"
azathioprine,2265,bitter,,2265,C9H7N7O2S,277.27,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],6-(3-methyl-5-nitroimidazol-4-yl)sulfanyl-7H-purine
barbital,2294,bitter,,2294,C8H12N2O3,184.19,CCC1(C(=O)NC(=O)NC1=O)CC,CCC1(C(=O)NC(=O)NC1=O)CC,"5,5-diethyl-1,3-diazinane-2,4,6-trione"
Benzamide,2331,bitter,,2331,C7H7NO,121.14,C1=CC=C(C=C1)C(=O)N,C1=CC=C(C=C1)C(=O)N,benzamide
Benzyl Benzoate,2345,"oil,pineapple,balsamic,herbal,strawberry,oily,faint,sweet,balsam,cherry,almond,herb,cheese",,2345,C14H12O2,212.24,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,benzyl benzoate
benzyl isothiocyanate,2346,"watercress,mild,oily,horseradish,dusty,medicinal",,2346,C8H7NS,149.21,C1=CC=C(C=C1)CN=C=S,C1=CC=C(C=C1)CN=C=S,isothiocyanatomethylbenzene
berberine,2353,bitter,,2353,C20H18NO4+,336.4,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene"
butalbital,2481,bitter,,2481,C11H16N2O3,224.26,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"
MolMap_000005,2483,bitter,,2483,C15H12O5,272.25,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,"1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one"
caffeine,2519,"odorless,bitter",,2519,C8H10N4O2,194.19,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,"1,3,7-trimethylpurine-2,6-dione"
camphor,2537,"camphoreous,camphor",,2537,C10H16O,152.23,CC1(C2CCC1(C(=O)C2)C)C,CC1(C2CCC1(C(=O)C2)C)C,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one"
carisoprodol,2576,bitter,,2576,C12H24N2O4,260.33,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate
1-Hexadecanol,2682,"wax,floral,waxy,flower",,2682,C16H34O,242.44,CCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCO,hexadecan-1-ol
chloral hydrate,2707,bitter,,2707,C2H3Cl3O2,165.40,C(C(Cl)(Cl)Cl)(O)O,C(C(Cl)(Cl)Cl)(O)O,"2,2,2-trichloroethane-1,1-diol"
chloroquine,2719,bitter,,2719,C18H26ClN3,319.9,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine"
chlorpheniramine,2725,bitter,,2725,C16H19ClN2,274.79,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,"3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine"
Cinchonidine,2757,bitter,,2757,C19H22N2O,294.4,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-quinolin-4-ylmethanol
Eucalyptol,2758,"mint,pepper,herbal,eucalyptus,sweet,camphor",,2758,C10H18O,154.25,CC1(C2CCC(O1)(CC2)C)C,CC1(C2CCC(O1)(CC2)C)C,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane"
ciprofloxacin,2764,bitter,,2764,C17H18FN3O3,331.34,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid
P-Cresol,2879,"smoke,animal,narcissus,phenol,mimosa,medicine,medicinal,phenolic",,2879,C7H8O,108.14,CC1=CC=C(C=C1)O,CC1=CC=C(C=C1)O,4-methylphenol
dapsone,2955,bitter,,2955,C12H12N2O2S,248.30,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,4-(4-aminophenyl)sulfonylaniline
Decanoic acid,2969,"sour,citrus,fat,rancid,fatty,unpleasant",,2969,C10H20O2,172.26,CCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,decanoic acid
deferiprone,2972,bitter,,2972,C7H9NO2,139.15,CC1=C(C(=O)C=CN1C)O,CC1=C(C(=O)C=CN1C)O,"3-hydroxy-1,2-dimethylpyridin-4-one"
Nonivamide,2998,"bland,odorless",,2998,C17H27NO3,293.4,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,N-[(4-hydroxy-3-methoxyphenyl)methyl]nonanamide
dibutyl phthalate,3026,faint,,3026,C16H22O4,278.34,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,"dibutyl benzene-1,2-dicarboxylate"
diclofenac,3033,bitter,,3033,C14H11Cl2NO2,296.1,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,"2-[2-(2,6-dichloroanilino)phenyl]acetic acid"
Difenidol,3055,bitter,,3055,C21H27NO,309.4,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,"1,1-diphenyl-4-piperidin-1-ylbutan-1-ol"
diphenhydramine,3100,bitter,,3100,C17H21NO,255.35,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,"2-benzhydryloxy-N,N-dimethylethanamine"
Benzophenone,3102,"peach,powdery,apricot,rose,balsam,geranium,metallic",,3102,C13H10O,182.22,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,diphenylmethanone
AC1L1F6H,3104,sweet-like,,3104,C11H18N5O12P3,505.21,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(CP(=O)(O)OP(=O)(O)O)O)O)O)N,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(CP(=O)(O)OP(=O)(O)O)O)O)O)N,"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-[[hydroxy(phosphonooxy)phosphoryl]methyl]phosphinic acid"
dipyridamole,3108,bitter,,3108,C24H40N8O4,504.6,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,"2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol"
dyphylline,3182,bitter,,3182,C10H14N4O4,254.24,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione"
enoxacin,3229,bitter,,3229,C15H17FN4O3,320.32,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid"
Mepirizole,3242,bitter,,3242,C11H14N4O2,234.25,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,4-methoxy-2-(5-methoxy-3-methylpyrazol-1-yl)-6-methylpyrimidine
eugenol,3314,"clove,sweet,woody,honey,spicy,cinnamon",,3314,C10H12O2,164.20,COC1=C(C=CC(=C1)CC=C)O,COC1=C(C=CC(=C1)CC=C)O,2-methoxy-4-prop-2-enylphenol
Gaster,3325,bitter,,3325,C8H15N7O2S3,337.5,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide"
2-fluoro-9-(5-o-phosphonopentofuranosyl)-9h-purin-6-amine,3368,sweet-like,,3368,C10H13FN5O7P,365.21,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,"[5-(6-amino-2-fluoropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
flufenamic acid,3371,bitter,,3371,C14H10F3NO2,281.23,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,2-[3-(trifluoromethyl)anilino]benzoic acid
Laevuflex,3426,sweet,,3426,C6H12O6,180.16,C1C(C(C(C(O1)(CO)O)O)O)O,C1C(C(C(C(O1)(CO)O)O)O)O,"2-(hydroxymethyl)oxane-2,3,4,5-tetrol"
L-Fucitol,3429,sweet,,3429,C6H14O5,166.17,CC(C(C(C(CO)O)O)O)O,CC(C(C(C(CO)O)O)O)O,"hexane-1,2,3,4,5-pentol"
gingerol,3473,pungent,,3473,C17H26O4,294.4,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)decan-3-one
glimepiride,3476,bitter,,3476,C24H34N4O5S,490.6,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,4-ethyl-3-methyl-N-[2-[4-[(4-methylcyclohexyl)carbamoylsulfamoyl]phenyl]ethyl]-5-oxo-2H-pyrrole-1-carboxamide
glutaraldehyde,3485,"pungent,fruity,medicinal",,3485,C5H8O2,100.12,C(CC=O)CC=O,C(CC=O)CC=O,pentanedial
glycyrrhizin,3495,sweet-like,,3495,C42H62O16,822.9,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,"6-[6-carboxy-2-[(11-carboxy-4,4,6a,6b,8a,11,14b-heptamethyl-14-oxo-2,3,4a,5,6,7,8,9,10,12,12a,14a-dodecahydro-1H-picen-3-yl)oxy]-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid"
guaifenesin,3516,bitter,,3516,C10H14O4,198.22,COC1=CC=CC=C1OCC(CO)O,COC1=CC=CC=C1OCC(CO)O,"3-(2-methoxyphenoxy)propane-1,2-diol"
haloperidol,3559,bitter,,3559,C21H23ClFNO2,375.9,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one
hesperidin,3594,sweet-like,,3594,C28H34O15,610.6,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one"
